Internal Id,Award Id,Recipient Name,Action Date,Award Amount,Piid,Place Of Performance State Code,Place Of Performance City Code,Place Of Performance Zip5,Product Or Service Code (Psc),Psc Description,Naics Code,Naics Description,Type Of Set Aside,Contracting Officer Business Size Determination,Generated Internal Id
174887315,75H71225F28003,VETMED GROUP LLC,,50000.0,,AZ,,85016,,,,,,,CONT_AWD_75H71225F28003_7527_75H71224A00019_7527
174114157,75H71225F28003,DBISP LLC,,30000.0,,UT,,84026,,,,,,,CONT_AWD_75H71225F28003_7527_75H71224A00004_7527
172439424,75H71225F28003,HARDY DIAGNOSTICS,,164038.68,,AZ,,85016,,,,,,,CONT_AWD_75H71225F28003_7527_75H71223A00008_7527
111719215,75H71225F28003,RED HERITAGE MEDICAL LLC,,100000.0,,AZ,,86434,,,,,,,CONT_AWD_75H71225F28003_7527_75H71225A00002_7527
174887314,75H71225F28002,RED HERITAGE MEDICAL LLC,,90000.0,,AZ,,85016,,,,,,,CONT_AWD_75H71225F28002_7527_75H71225A00017_7527
174791868,75H71225F28002,VITALANT,,75500.0,,AZ,,85941,,,,,,,CONT_AWD_75H71225F28002_7527_75H71225D00008_7527
174653980,75H71225F28002,MARATHON MEDICAL CORPORATION,,94739.22,,AZ,,85016,,,,,,,CONT_AWD_75H71225F28002_7527_75H71224A00018_7527
174114156,75H71225F28002,AKICITA CYBER LLC,,3362123.2,,AZ,,85941,,,,,,,CONT_AWD_75H71225F28002_7527_75H71225D00002_7527
173838364,75H71225F28002,HELMER SCIENTIFIC LLC,,30800.0,,AZ,,85004,,,,,,,CONT_AWD_75H71225F28002_7527_75H71225D00001_7527
173132108,75H71225F28002,LOVELL GOVERNMENT SERVICES INC.,,20642.0,,AZ,,85941,,,,,,,CONT_AWD_75H71225F28002_7527_75H71224A00008_7527
172005059,75H71225F28002,MERIDIAN BIOSCIENCE INC,,181425.0,,AZ,,85016,,,,,,,CONT_AWD_75H71225F28002_7527_75H71224A00011_7527
171968040,75H71225F28002,ROCHE DIAGNOSTICS CORPORATION,,149364.5,,AZ,,85016,,,,,,,CONT_AWD_75H71225F28002_7527_75H71224A00012_7527
111719211,75H71225F28002,RED HERITAGE MEDICAL LLC,,150000.0,,AZ,,85344,,,,,,,CONT_AWD_75H71225F28002_7527_75H71225A00002_7527
174887313,75H71225F28001,HOWMEDICA OSTEONICS CORP,,50000.0,,AZ,,85016,,,,,,,CONT_AWD_75H71225F28001_7527_75H71225A00019_7527
174887312,75H71225F28001,RED HERITAGE MEDICAL LLC,,90000.0,,AZ,,85016,,,,,,,CONT_AWD_75H71225F28001_7527_75H71225A00017_7527
174887311,75H71225F28001,"SYSMEX AMERICA, INC",,500333.52,,AZ,,85016,,,,,,,CONT_AWD_75H71225F28001_7527_75H71225A00016_7527
174114155,75H71225F28001,"LOMBART BROTHERS, INC",,106592.0,,AZ,,85004,,,,,,,CONT_AWD_75H71225F28001_7527_75H71225D00007_7527
173986354,75H71225F28001,"BIGHORN RIDGERUNNERS, LLC",,103000.0,,AZ,,85016,,,,,,,CONT_AWD_75H71225F28001_7527_75H71225A00015_7527
173874769,75H71225F28001,MAAT ENTERPRISES INC,,274487.2,,AZ,,85016,,,,,,,CONT_AWD_75H71225F28001_7527_75H71225D00006_7527
173067313,75H71225F28001,LUNA GLOBAL SOLUTIONS,,21435.0,,AZ,,85004,,,,,,,CONT_AWD_75H71225F28001_7527_75H71225D00004_7527
172652186,75H71225F28001,STARKEY LABORATORIES INC,,192000.0,,AZ,,85016,,,,,,,CONT_AWD_75H71225F28001_7527_75H71225A00013_7527
172652185,75H71225F28001,SONOVA USA INC,,194000.0,,AZ,,85016,,,,,,,CONT_AWD_75H71225F28001_7527_75H71225A00012_7527
172598808,75H71225F28001,"OTICON, INC",,199000.0,,AZ,,85016,,,,,,,CONT_AWD_75H71225F28001_7527_75H71225A00011_7527
172598807,75H71225F28001,GN HEARING CARE CORPORATION,,159000.0,,AZ,,85016,,,,,,,CONT_AWD_75H71225F28001_7527_75H71225A00010_7527
170519453,75H71225F28001,"SAGICO VA USA, LLC",,106400.0,,AZ,,85016,,,,,,,CONT_AWD_75H71225F28001_7527_75H71225A00004_7527
174294722,75H71225C00013,AKICITA CYBER LLC,,712380.0,,AZ,,85344,,,,,,,CONT_AWD_75H71225C00013_7527_-NONE-_-NONE-
174022692,75H71225C00012,AKICITA CYBER LLC,,770095.0,,AZ,,85344,,,,,,,CONT_AWD_75H71225C00012_7527_-NONE-_-NONE-
173946363,75H71225C00011,NATIVE HEALTH,,22059.0,,AZ,,85012,,,,,,,CONT_AWD_75H71225C00011_7527_-NONE-_-NONE-
173946362,75H71225C00010,NEVADA URBAN INDIANS INC.,,22059.0,,NV,,89509,,,,,,,CONT_AWD_75H71225C00010_7527_-NONE-_-NONE-
174791867,75H71225C00009,"ALL VALLEY IMAGING, L.L.C",,788160.0,,AZ,,85016,,,,,,,CONT_AWD_75H71225C00009_7527_-NONE-_-NONE-
173805592,75H71225C00008,"SUNTIFF, LLC",,183816.0,,AZ,,85941,,,,,,,CONT_AWD_75H71225C00008_7527_-NONE-_-NONE-
172059891,75H71225C00007,"RISEN VIDEO PRODUCTION, LLC",,133500.0,,AZ,,85016,,,,,,,CONT_AWD_75H71225C00007_7527_-NONE-_-NONE-
111719195,75H71224P00272,APPLIED SOFTWARE INC,,44495.0,,AZ,,85016,,,,,,,CONT_AWD_75H71224P00272_7527_-NONE-_-NONE-
111719194,75H71224P00270,CADWELL LABORATORIES INC,,13990.0,,AZ,,85941,,,,,,,CONT_AWD_75H71224P00270_7527_-NONE-_-NONE-
111719191,75H71224P00267,"SOS SOLUTIONS, LLC.",,17400.0,,UT,,84026,,,,,,,CONT_AWD_75H71224P00267_7527_-NONE-_-NONE-
111719185,75H71224P00261,ALKO ENTERPRISES INC,,772230.42,,WI,,53188,,,,,,,CONT_AWD_75H71224P00261_7527_-NONE-_-NONE-
111719184,75H71224P00260,"J & N MARKETING, INC.",,97449.0,,AZ,,85941,,,,,,,CONT_AWD_75H71224P00260_7527_-NONE-_-NONE-
111719182,75H71224P00256,"COMP-RAY, INC.",,96560.0,,AZ,,85344,,,,,,,CONT_AWD_75H71224P00256_7527_-NONE-_-NONE-
111719178,75H71224P00250,FUJIFILM HEALTHCARE AMERICAS CORP,,41859.2,,AZ,,85941,,,,,,,CONT_AWD_75H71224P00250_7527_-NONE-_-NONE-
111719174,75H71224P00246,"COMP-RAY, INC.",,10875.0,,AZ,,85016,,,,,,,CONT_AWD_75H71224P00246_7527_-NONE-_-NONE-
111719169,75H71224P00240,BAHFED CORP,,175693.93,,AZ,,85004,,,,,,,CONT_AWD_75H71224P00240_7527_-NONE-_-NONE-
111719162,75H71224P00232,GOVAGED INC.,,40998.16,,CA,,92283,,,,,,,CONT_AWD_75H71224P00232_7527_-NONE-_-NONE-
111719160,75H71224P00230,DATARAY INC,,52945.0,,AZ,,85344,,,,,,,CONT_AWD_75H71224P00230_7527_-NONE-_-NONE-
111719151,75H71224P00218,INTERNATIONAL CHEMTEX CORP,,41607.0,,CA,,92283,,,,,,,CONT_AWD_75H71224P00218_7527_-NONE-_-NONE-
111719143,75H71224P00210,"EMPIRE SOUTHWEST, LLC",,26748.0,,AZ,,85941,,,,,,,CONT_AWD_75H71224P00210_7527_-NONE-_-NONE-
111719138,75H71224P00203,"COOPER ZIETZ ENGINEERS, INC.",,142062.59,,AZ,,85004,,,,,,,CONT_AWD_75H71224P00203_7527_-NONE-_-NONE-
111719134,75H71224P00198,BIOMERIEUX INC,,74366.0,,AZ,,86042,,,,,,,CONT_AWD_75H71224P00198_7527_-NONE-_-NONE-
111719132,75H71224P00194,"ALCON VISION, LLC",,10990.0,,AZ,,85016,,,,,,,CONT_AWD_75H71224P00194_7527_-NONE-_-NONE-
111719127,75H71224P00187,"LANDAUER, INC.",,23151.0,,AZ,,85004,,,,,,,CONT_AWD_75H71224P00187_7527_-NONE-_-NONE-
111719119,75H71224P00174,PYRAMID LAKE PAIUTE TRIBE,,55153.56,,NV,,89442,,,,,,,CONT_AWD_75H71224P00174_7527_-NONE-_-NONE-
111719118,75H71224P00173,CARAHSOFT TECHNOLOGY CORP,,42981.12,,AZ,,85016,,,,,,,CONT_AWD_75H71224P00173_7527_-NONE-_-NONE-
111719113,75H71224P00167,JNV GROUP,,177480.0,,AZ,,85016,,,,,,,CONT_AWD_75H71224P00167_7527_-NONE-_-NONE-
111719112,75H71224P00166,ATLANTIC FIRST INDUSTRIES CORPORATION,,35262.0,,AZ,,85941,,,,,,,CONT_AWD_75H71224P00166_7527_-NONE-_-NONE-
111719103,75H71224P00155,"OHC ADVISORS, INC.",,24000.0,,AZ,,85941,,,,,,,CONT_AWD_75H71224P00155_7527_-NONE-_-NONE-
111719073,75H71224P00112,"J & N MARKETING, INC.",,193443.0,,AZ,,85016,,,,,,,CONT_AWD_75H71224P00112_7527_-NONE-_-NONE-
111719068,75H71224P00104,CEPHEID,,168475.0,,AZ,,86042,,,,,,,CONT_AWD_75H71224P00104_7527_-NONE-_-NONE-
111719039,75H71224P00063,HENRY SCHEIN PRACTICE SOLUTIONS INC.,,84635.0,,AZ,,85344,,,,,,,CONT_AWD_75H71224P00063_7527_-NONE-_-NONE-
111719006,75H71224P00016,BAYER HEALTHCARE LLC,,5958.01,,AZ,,85344,,,,,,,CONT_AWD_75H71224P00016_7527_-NONE-_-NONE-
111718983,75H71224F80109,THE ARBINGER COMPANY,,434934.75,,AZ,,85016,,,,,,,CONT_AWD_75H71224F80109_7527_GS10F099AA_4732
111718968,75H71224F80090,"CREWFACILITIES.COM, LLC",,416832.0,,AZ,,85016,,,,,,,CONT_AWD_75H71224F80090_7527_47QMCB21D0001_4732
111718963,75H71224F80081,ARIZONA PUBLIC SERVICE COMPANY,,4000000.0,,AZ,,85016,,,,,,,CONT_AWD_75H71224F80081_7527_47PA0724D0008_4740
111718959,75H71224F80074,"ORTHO-CLINICAL DIAGNOSTICS, INC",,89349.72,,AZ,,86434,,,,,,,CONT_AWD_75H71224F80074_7527_V797D60637_3600
111718949,75H71224F80062,"MEDLINE INDUSTRIES, LP",,258834.61,,AZ,,85941,,,,,,,CONT_AWD_75H71224F80062_7527_36C10X23D0003_3600
111718942,75H71224F80055,MCKESSON CORPORATION,,249000.0,,AZ,,85016,,,,,,,CONT_AWD_75H71224F80055_7527_36W79720D0001_3600
111718938,75H71224F80050,"MEDLINE INDUSTRIES, LP",,222655.29,,AZ,,85016,,,,,,,CONT_AWD_75H71224F80050_7527_36C10X23D0003_3600
111718932,75H71224F80037,"MEDLINE INDUSTRIES, LP",,248858.63,,IL,,60093,,,,,,,CONT_AWD_75H71224F80037_7527_36F79721D0124_3600
111718929,75H71224F80034,"MEDLINE INDUSTRIES, LP",,239946.07,,AZ,,85016,,,,,,,CONT_AWD_75H71224F80034_7527_36C10X23D0003_3600
111718923,75H71224F80028,DIASORIN INC,,51743.2,,AZ,,85016,,,,,,,CONT_AWD_75H71224F80028_7527_47QSWA21D000G_4732
111718917,75H71224F80022,TRANSGEN ENERGY INC,,588811.2,,AZ,,85941,,,,,,,CONT_AWD_75H71224F80022_7527_SP060013D4505_9700
111718858,75H71224F28014,CEPHEID,,73894.16,,CA,,94089,,,,,,,CONT_AWD_75H71224F28014_7527_75H71223A00001_7527
111718853,75H71224F28014,NUWEST GROUP HOLDINGS LLC,,594574.62,,AZ,,85016,,,,,,,CONT_AWD_75H71224F28014_7527_75H70421D00005_7527
111718852,75H71224F28013,CEPHEID,,48600.0,,CA,,94089,,,,,,,CONT_AWD_75H71224F28013_7527_75H71223A00001_7527
111718847,75H71224F28013,NUWEST GROUP HOLDINGS LLC,,450849.6,,AZ,,85016,,,,,,,CONT_AWD_75H71224F28013_7527_75H70421D00005_7527
111718810,75H71224F28005,BIOMERIEUX INC,,80848.61,,UT,,84108,,,,,,,CONT_AWD_75H71224F28005_7527_75H71222A00008_7527
111718793,75H71224F28003,MAAT ENTERPRISES INC,,201555.6,,AZ,,85147,,,,,,,CONT_AWD_75H71224F28003_7527_75H71223D00008_7527
111718773,75H71224F28002,ADVANCED INSTRUMENTS LLC,,2280.0,,MA,,02062,,,,,,,CONT_AWD_75H71224F28002_7527_75H71223A00015_7527
111718772,75H71224F28002,"HOLOGIC SALES AND SERVICE, LLC",,39795.0,,MA,,01752,,,,,,,CONT_AWD_75H71224F28002_7527_75H71223A00009_7527
111718750,75H71224C00033,UNIVERSITY OF ARIZONA,,4090102.02,,AZ,,85016,,,,,,,CONT_AWD_75H71224C00033_7527_-NONE-_-NONE-
111718749,75H71224C00032,WARE RIVER CONSULTING LLC,,379308.8,,NV,,89801,,,,,,,CONT_AWD_75H71224C00032_7527_-NONE-_-NONE-
111718746,75H71224C00028,"KAUFFMAN AND ASSOCIATES, INC",,279317.0,,AZ,,85941,,,,,,,CONT_AWD_75H71224C00028_7527_-NONE-_-NONE-
111718744,75H71224C00024,"ALL VALLEY IMAGING, L.L.C",,1032744.0,,AZ,,85016,,,,,,,CONT_AWD_75H71224C00024_7527_-NONE-_-NONE-
111718743,75H71224C00023,"NATIVEARC II, LLC",,109440.0,,NV,,89801,,,,,,,CONT_AWD_75H71224C00023_7527_-NONE-_-NONE-
111718741,75H71224C00020,NORTH STONE LLC,,473113.18,,AZ,,85344,,,,,,,CONT_AWD_75H71224C00020_7527_-NONE-_-NONE-
111718740,75H71224C00019,CASALE TECHNOLOGY GROUP LLC,,52702.12,,AZ,,85901,,,,,,,CONT_AWD_75H71224C00019_7527_-NONE-_-NONE-
111718739,75H71224C00017,"MCG HEALTH, LLC.",,164664.61,,AZ,,85016,,,,,,,CONT_AWD_75H71224C00017_7527_-NONE-_-NONE-
111718737,75H71224C00015,"BIGHORN RIDGERUNNERS, LLC",,29235.84,,CA,,92283,,,,,,,CONT_AWD_75H71224C00015_7527_-NONE-_-NONE-
111718735,75H71224C00012,CITIZENS TELECOMMUNICATIONS COMPANY OF NEVADA,,35762.76,,NV,,89801,,,,,,,CONT_AWD_75H71224C00012_7527_-NONE-_-NONE-
111718726,75H71224C00001,"NAVAJO COMMUNICATIONS CO., INC.",,234722.48,,AZ,,85344,,,,,,,CONT_AWD_75H71224C00001_7527_-NONE-_-NONE-
111718720,75H71223P00211,SIRIUS FEDERAL LLC,,640149.6,,AZ,,85016,,,,,,,CONT_AWD_75H71223P00211_7527_-NONE-_-NONE-
111718699,75H71223P00185,CONSTRUCTIVE BUILDING SOLUTIONS INC,,29555.0,,CA,,92283,,,,,,,CONT_AWD_75H71223P00185_7527_-NONE-_-NONE-
111718697,75H71223P00183,"TRILOGY MEDWASTE SOUTHEAST, LLC",,12284.0,,CA,,92283,,,,,,,CONT_AWD_75H71223P00183_7527_-NONE-_-NONE-
111718691,75H71223P00174,V & Z ENTERPRISES INCORPORATED,,588830.63,,AZ,,85016,,,,,,,CONT_AWD_75H71223P00174_7527_-NONE-_-NONE-
111718687,75H71223P00167,"PROAIM AMERICAS, LLC.",,39600.36,,AZ,,85016,,,,,,,CONT_AWD_75H71223P00167_7527_-NONE-_-NONE-
111718683,75H71223P00163,"GOLD STANDARD DIAGNOSTICS, LLC",,31500.0,,AZ,,85016,,,,,,,CONT_AWD_75H71223P00163_7527_-NONE-_-NONE-
111718680,75H71223P00160,"EMERSON BOILER, INC.",,48511.6,,AZ,,86042,,,,,,,CONT_AWD_75H71223P00160_7527_-NONE-_-NONE-
111718676,75H71223P00156,BAUSCH & LOMB INCORPORATED,,12408.04,,AZ,,85016,,,,,,,CONT_AWD_75H71223P00156_7527_-NONE-_-NONE-
111718671,75H71223P00148,"NEXUS HEALTH RESOURCES, INC.",,11700.0,,AZ,,85016,,,,,,,CONT_AWD_75H71223P00148_7527_-NONE-_-NONE-
111718670,75H71223P00147,A DOZIER LOGISTICS LLC,,94128.53,,AZ,,85941,,,,,,,CONT_AWD_75H71223P00147_7527_-NONE-_-NONE-
111718668,75H71223P00144,MEDICAL GRAPHICS CORPORATION,,16197.02,,AZ,,85016,,,,,,,CONT_AWD_75H71223P00144_7527_-NONE-_-NONE-
111718664,75H71223P00138,ARIZONA DEPARTMENT OF ENVIRONMENTAL QUALITY DBA: ADEQ,,24848.35,,AZ,,85016,,,,,,,CONT_AWD_75H71223P00138_7527_-NONE-_-NONE-
111718663,75H71223P00136,"NAVAJO COMMUNICATIONS CO., INC.",,49351.68,,AZ,,85941,,,,,,,CONT_AWD_75H71223P00136_7527_-NONE-_-NONE-
111718659,75H71223P00132,DFM HOLDCO INC.,,45946.0,,AZ,,85016,,,,,,,CONT_AWD_75H71223P00132_7527_-NONE-_-NONE-
111718652,75H71223P00124,FIRST MESA CONSOLIDATED VILLAGES,,64796.2,,AZ,,86042,,,,,,,CONT_AWD_75H71223P00124_7527_-NONE-_-NONE-
111718647,75H71223P00116,GE PRECISION HEALTHCARE LLC,,52301.0,,AZ,,85941,,,,,,,CONT_AWD_75H71223P00116_7527_-NONE-_-NONE-
111718632,75H71223P00093,"RCG OF NORTH CAROLINA, LLC",,350158.87,,AZ,,85016,,,,,,,CONT_AWD_75H71223P00093_7527_-NONE-_-NONE-
111718625,75H71223P00085,BIOFIRE DIAGNOSTICS LLC,,155400.0,,AZ,,85016,,,,,,,CONT_AWD_75H71223P00085_7527_-NONE-_-NONE-
111718615,75H71223P00074,FRONTIER SOUTHWEST INCORPORATED,,67799.85,,AZ,,86434,,,,,,,CONT_AWD_75H71223P00074_7527_-NONE-_-NONE-
111718613,75H71223P00072,WERFEN USA LLC,,22076.14,,AZ,,85016,,,,,,,CONT_AWD_75H71223P00072_7527_-NONE-_-NONE-
111718611,75H71223P00068,"PARKER, ANTHONY",,129000.0,,AZ,,85941,,,,,,,CONT_AWD_75H71223P00068_7527_-NONE-_-NONE-
111718607,75H71223P00062,"KAIVA SERVICES, LLC",,56883.96,,AZ,,85941,,,,,,,CONT_AWD_75H71223P00062_7527_-NONE-_-NONE-
111718565,75H71223F80138,GOVERNMENT SCIENTIFIC SOURCE INC,,89272.8,,AZ,,85004,,,,,,,CONT_AWD_75H71223F80138_7527_GS07F5934R_4730
111718557,75H71223F80129,"AMERIGAS PROPANE, L.P.",,114000.0,,CA,,92283,,,,,,,CONT_AWD_75H71223F80129_7527_GS07F001GA_4732
111718537,75H71223F80100,"LOCUMTENENS.COM, LLC",,1424844.4,,CA,,92283,,,,,,,CONT_AWD_75H71223F80100_7527_36F79722D0155_3600
111718534,75H71223F80097,"CYRACOM INTERNATIONAL, INC",,69101.62,,AZ,,85016,,,,,,,CONT_AWD_75H71223F80097_7527_GS10F009BA_4732
111718531,75H71223F80094,"MEDLINE INDUSTRIES, LP",,27869.98,,CA,,92283,,,,,,,CONT_AWD_75H71223F80094_7527_36C10X23D0003_3600
111718525,75H71223F80087,PACIFIC MONARCH INC,,51200.0,,AZ,,85016,,,,,,,CONT_AWD_75H71223F80087_7527_36F79722D0212_3600
111718520,75H71223F80081,AB STAFFING SOLUTIONS LLC,,2793506.66,,AZ,,86042,,,,,,,CONT_AWD_75H71223F80081_7527_V797D40126_3600
111718503,75H71223F80060,"ORTHO-CLINICAL DIAGNOSTICS, INC",,1014043.98,,AZ,,85941,,,,,,,CONT_AWD_75H71223F80060_7527_V797D60637_3600
111718501,75H71223F80058,JTF BUSINESS SYSTEMS CORPORATION,,8270.0,,NV,,89502,,,,,,,CONT_AWD_75H71223F80058_7527_GS03F0182V_4730
111718493,75H71223F80050,STERIS CORPORATION,,71234.42,,AZ,,85344,,,,,,,CONT_AWD_75H71223F80050_7527_V797D60613_3600
111718416,75H71223F28013,VITALANT,,38180.35,,AZ,,85016,,,,,,,CONT_AWD_75H71223F28013_7527_75H71220D00002_7527
111718402,75H71223F28010,SIEMENS HEALTHCARE DIAGNOSTICS INC.,,280479.57,,MA,,02062,,,,,,,CONT_AWD_75H71223F28010_7527_75H71221A00002_7527
111718396,75H71223F28009,SIEMENS HEALTHCARE DIAGNOSTICS INC.,,0.0,,AZ,,85016,,,,,,,CONT_AWD_75H71223F28009_7527_75H71221A00002_7527
111718390,75H71223F28007,AGILITI HEALTH INC,,35732.54,,AZ,,85004,,,,,,,CONT_AWD_75H71223F28007_7527_75H71222D00002_7527
111718375,75H71223F28005,AGILITI HEALTH INC,,9805.0,,AZ,,85344,,,,,,,CONT_AWD_75H71223F28005_7527_75H71222D00002_7527
111718354,75H71223F28003,"KLM LABORATORIES, INC",,4460.0,,AZ,,85941,,,,,,,CONT_AWD_75H71223F28003_7527_75H71221A00009_7527
111718341,75H71223F28002,WECSYS LLC,,25213.76,,AZ,,85344,,,,,,,CONT_AWD_75H71223F28002_7527_75H71222A00005_7527
111718340,75H71223F28002,WERFEN USA LLC,,68078.03,,AZ,,85016,,,,,,,CONT_AWD_75H71223F28002_7527_75H71222A00004_7527
111718332,75H71223F28001,"COMMUNITY BRIDGES, INC",,0.0,,AZ,,85004,,,,,,,CONT_AWD_75H71223F28001_7527_75H71223D00003_7527
111718326,75H71223F28001,ADVANCED INSTRUMENTS LLC,,0.0,,MA,,02062,,,,,,,CONT_AWD_75H71223F28001_7527_75H71223A00015_7527
111718317,75H71223C00030,AKICITA CYBER LLC,,902395.0,,AZ,,85016,,,,,,,CONT_AWD_75H71223C00030_7527_-NONE-_-NONE-
111718316,75H71223C00029,RED HERITAGE MEDICAL LLC,,1092351.0,,AZ,,85016,,,,,,,CONT_AWD_75H71223C00029_7527_-NONE-_-NONE-
111718315,75H71223C00028,FOUR WINDS STAFFING LLC,,4308326.53,,AZ,,85941,,,,,,,CONT_AWD_75H71223C00028_7527_-NONE-_-NONE-
111718312,75H71223C00024,"CAREFUSION SOLUTIONS, LLC",,497588.04,,AZ,,85004,,,,,,,CONT_AWD_75H71223C00024_7527_-NONE-_-NONE-
111718311,75H71223C00023,"LA PAZ REGIONAL HOSPITAL, INC.",,245644.7,,AZ,,85344,,,,,,,CONT_AWD_75H71223C00023_7527_-NONE-_-NONE-
111718310,75H71223C00022,IMPERIAL IRRIGATION DISTRICT,,942055.52,,CA,,92283,,,,,,,CONT_AWD_75H71223C00022_7527_-NONE-_-NONE-
111718309,75H71223C00021,"COOPER ZIETZ ENGINEERS, INC.",,869267.85,,AZ,,85004,,,,,,,CONT_AWD_75H71223C00021_7527_-NONE-_-NONE-
111718308,75H71223C00020,"ALL VALLEY IMAGING, L.L.C",,946410.0,,AZ,,85016,,,,,,,CONT_AWD_75H71223C00020_7527_-NONE-_-NONE-
111718307,75H71223C00018,FOUR WINDS STAFFING LLC,,2362606.0,,AZ,,85016,,,,,,,CONT_AWD_75H71223C00018_7527_-NONE-_-NONE-
111718306,75H71223C00017,AKICITA CYBER LLC,,785660.01,,AZ,,85941,,,,,,,CONT_AWD_75H71223C00017_7527_-NONE-_-NONE-
111718303,75H71223C00014,QUECHAN INDIAN TRIBE,,327005.28,,CA,,92283,,,,,,,CONT_AWD_75H71223C00014_7527_-NONE-_-NONE-
111718298,75H71223C00009,ARIZONA DEPARTMENT OF HEALTH SERVICES,,5919.0,,AZ,,85016,,,,,,,CONT_AWD_75H71223C00009_7527_-NONE-_-NONE-
111718293,75H71223C00004,GE PRECISION HEALTHCARE LLC,,616123.38,,AZ,,85941,,,,,,,CONT_AWD_75H71223C00004_7527_-NONE-_-NONE-
111718289,75H71222P00223,"DATEX-OHMEDA, INC.",,62244.0,,AZ,,85016,,,,,,,CONT_AWD_75H71222P00223_7527_-NONE-_-NONE-
111718278,75H71222P00211,"DATEX-OHMEDA, INC.",,43108.03,,AZ,,85016,,,,,,,CONT_AWD_75H71222P00211_7527_-NONE-_-NONE-
111718235,75H71222P00150,"J & N MARKETING, INC.",,21753.0,,AZ,,85004,,,,,,,CONT_AWD_75H71222P00150_7527_-NONE-_-NONE-
111718232,75H71222P00146,ASSURED IMAGING WOMENS WELLNESS OF SOUTHERN ARIZONA LLC,,705012.38,,AZ,,85941,,,,,,,CONT_AWD_75H71222P00146_7527_-NONE-_-NONE-
111718220,75H71222P00131,JNV GROUP,,242142.0,,AZ,,85016,,,,,,,CONT_AWD_75H71222P00131_7527_-NONE-_-NONE-
111718217,75H71222P00128,TD INDUSTRIES INC,,47882.92,,AZ,,85941,,,,,,,CONT_AWD_75H71222P00128_7527_-NONE-_-NONE-
111718215,75H71222P00126,FISHER SCIENTIFIC COMPANY L.L.C.,,63293.0,,AZ,,85016,,,,,,,CONT_AWD_75H71222P00126_7527_-NONE-_-NONE-
111718212,75H71222P00123,"FEDCON-1, LLC",,90629.26,,AZ,,85344,,,,,,,CONT_AWD_75H71222P00123_7527_-NONE-_-NONE-
111718205,75H71222P00116,ACE PARKING MANAGEMENT INC,,203667.45,,AZ,,85004,,,,,,,CONT_AWD_75H71222P00116_7527_-NONE-_-NONE-
111718193,75H71222P00100,ALSCO INC.,,195548.1,,AZ,,85344,,,,,,,CONT_AWD_75H71222P00100_7527_-NONE-_-NONE-
111718192,75H71222P00099,TWO BEES CLEANING SERVICE,,209261.44,,AZ,,85344,,,,,,,CONT_AWD_75H71222P00099_7527_-NONE-_-NONE-
111718184,75H71222P00087,ADVANCED INSTRUMENTS LLC,,54160.0,,AZ,,85016,,,,,,,CONT_AWD_75H71222P00087_7527_-NONE-_-NONE-
111718182,75H71222P00085,"AIRGAS USA, LLC",,9945.8,,CA,,92283,,,,,,,CONT_AWD_75H71222P00085_7527_-NONE-_-NONE-
111718176,75H71222P00079,ELECTRONIC SECURITY CONCEPTS LLC,,192389.0,,AZ,,85004,,,,,,,CONT_AWD_75H71222P00079_7527_-NONE-_-NONE-
111718170,75H71222P00068,"EMES2 PHARMACEUTICALS, LLC",,16000.0,,AZ,,85941,,,,,,,CONT_AWD_75H71222P00068_7527_-NONE-_-NONE-
111718166,75H71222P00061,"D'S VENTURES, LLC",,0.0,,AZ,,85941,,,,,,,CONT_AWD_75H71222P00061_7527_-NONE-_-NONE-
111718148,75H71222P00037,MOAPA VALLEY WATER DISTRICT,,5026.97,,AZ,,85344,,,,,,,CONT_AWD_75H71222P00037_7527_-NONE-_-NONE-
111718130,75H71222F80200,BIOMERIEUX INC,,0.0,,AZ,,86042,,,,,,,CONT_AWD_75H71222F80200_7527_GS07F9525S_4730
111718120,75H71222F80184,AB STAFFING SOLUTIONS LLC,,3948573.12,,AZ,,85016,,,,,,,CONT_AWD_75H71222F80184_7527_V797D40126_3600
111718116,75H71222F80179,AB STAFFING SOLUTIONS LLC,,215932.42,,NV,,89025,,,,,,,CONT_AWD_75H71222F80179_7527_V797D40126_3600
111718113,75H71222F80176,"SOLVENTUM HEALTH INFORMATION SYSTEMS, INC.",,49839.84,,AZ,,85941,,,,,,,CONT_AWD_75H71222F80176_7527_GS35F098GA_4732
111718106,75H71222F80163,GOVERNMENT SCIENTIFIC SOURCE INC,,116489.9,,AZ,,86042,,,,,,,CONT_AWD_75H71222F80163_7527_GS07F5934R_4730
111718103,75H71222F80160,"ACF TECHNOLOGIES, INC.",,41566.58,,AZ,,85941,,,,,,,CONT_AWD_75H71222F80160_7527_47QTCA18D002Y_4732
111718099,75H71222F80156,JTF BUSINESS SYSTEMS CORPORATION,,8064.0,,AZ,,85004,,,,,,,CONT_AWD_75H71222F80156_7527_GS03F0182V_4730
111718098,75H71222F80155,SIEMENS HEALTHCARE DIAGNOSTICS INC.,,111115.3,,AZ,,86042,,,,,,,CONT_AWD_75H71222F80155_7527_V797D30175_3600
111718088,75H71222F80145,AGILITI HEALTH INC,,28853.65,,AZ,,85016,,,,,,,CONT_AWD_75H71222F80145_7527_V797D50583_3600
111718087,75H71222F80144,SIEMENS HEALTHCARE DIAGNOSTICS INC.,,702052.52,,AZ,,85344,,,,,,,CONT_AWD_75H71222F80144_7527_V797D30175_3600
